,id,carat,cut,color,clarity,depth,table,x,y,z,cut_encoded,color_encoded,clarity_encoded
3604,3604,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,1,4,4
3605,3605,1.24,Premium,I,VS2,60.2,58.0,6.98,6.93,4.19,1,1,3
3606,3606,1.01,Very Good,G,SI1,62.4,58.0,6.39,6.44,4.0,3,3,2
3607,3607,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,4,6,3
3608,3608,1.2,Very Good,J,SI1,62.5,58.0,6.74,6.79,4.23,3,0,2
3609,3609,0.32,Ideal,D,VS2,62.0,55.0,4.41,4.37,2.72,4,5,3
3610,3610,0.31,Very Good,E,SI1,63.3,55.0,4.35,4.31,2.74,3,6,2
3611,3611,0.37,Ideal,D,VVS1,61.3,56.0,4.6,4.63,2.83,4,5,6
3612,3612,0.92,Very Good,F,SI1,63.5,58.0,6.16,6.12,3.9,3,4,2
3613,3613,0.4,Premium,F,VVS2,60.8,59.0,4.76,4.72,2.88,1,4,5
3614,3614,0.41,Ideal,E,VVS2,61.9,56.0,4.78,4.75,2.95,4,6,5
3615,3615,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,1,6,0
3616,3616,0.59,Very Good,D,VVS1,61.8,57.0,5.37,5.41,3.33,3,5,6
3617,3617,1.03,Good,D,SI2,57.6,58.0,6.6,6.67,3.82,2,5,0
3618,3618,1.02,Ideal,H,SI2,61.4,58.0,6.47,6.52,3.99,4,2,0
3619,3619,0.55,Premium,F,SI1,61.9,59.0,5.29,5.24,3.26,1,4,2
3620,3620,0.32,Ideal,I,VVS2,62.2,54.5,4.38,4.42,2.74,4,1,5
3621,3621,0.55,Ideal,H,SI1,61.5,54.0,5.3,5.33,3.27,4,2,2
3622,3622,1.5,Good,E,SI2,63.0,59.0,7.18,7.24,4.54,2,6,0
3623,3623,1.07,Very Good,G,VS1,58.6,60.0,6.65,6.76,3.93,3,3,4
3624,3624,1.01,Premium,F,SI2,61.6,58.0,6.45,6.4,3.96,1,4,0
3625,3625,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,1,1,3
3626,3626,0.4,Ideal,E,VVS1,61.5,56.0,4.75,4.78,2.93,4,6,6
3627,3627,0.24,Ideal,H,VVS1,61.5,55.0,3.99,4.02,2.46,4,2,6
3628,3628,0.35,Ideal,G,IF,61.2,57.0,4.54,4.57,2.79,4,3,7
3629,3629,0.52,Ideal,F,VS2,62.3,57.0,5.18,5.13,3.21,4,4,3
3630,3630,0.39,Ideal,F,SI1,61.3,56.0,4.69,4.72,2.88,4,4,2
3631,3631,2.01,Good,F,SI2,64.1,57.0,7.78,7.82,5.0,2,4,0
3632,3632,1.23,Very Good,H,VVS1,62.5,58.0,6.77,6.82,4.25,3,2,6
3633,3633,0.59,Very Good,J,VS2,60.8,56.6,5.42,5.47,3.31,3,0,3
3634,3634,1.01,Premium,E,VS2,62.7,57.0,6.36,6.31,3.97,1,6,3
3635,3635,0.58,Ideal,F,VS1,62.1,56.0,5.38,5.32,3.32,4,4,4
3636,3636,1.2,Ideal,J,VS2,61.6,54.0,6.88,6.82,4.22,4,0,3
3637,3637,1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,1,2,3
3638,3638,1.08,Good,J,SI2,63.2,59.0,6.4,6.57,4.1,2,0,0
3639,3639,0.34,Premium,E,SI2,61.7,58.0,4.5,4.54,2.79,1,6,0
3640,3640,0.3,Very Good,E,VVS2,61.1,62.0,4.28,4.33,2.63,3,6,5
3641,3641,0.3,Very Good,J,VS1,59.5,60.0,4.39,4.45,2.63,3,0,4
3642,3642,1.0,Very Good,D,SI2,59.5,62.0,6.49,6.52,3.87,3,5,0
3643,3643,0.9,Good,E,SI1,58.3,61.0,6.24,6.29,3.65,2,6,2
3644,3644,0.7,Very Good,E,SI1,63.1,58.0,5.61,5.64,3.55,3,6,2
3645,3645,1.78,Premium,E,SI2,60.5,59.0,7.89,7.8,4.75,1,6,0
3646,3646,1.01,Good,G,VS1,63.8,57.0,6.38,6.35,4.06,2,3,4
3647,3647,0.28,Ideal,F,IF,62.4,55.0,4.17,4.2,2.61,4,4,7
3648,3648,0.34,Ideal,G,VS2,61.3,55.0,4.51,4.49,2.76,4,3,3
3649,3649,0.3,Good,G,VS1,63.6,55.0,4.27,4.31,2.73,2,3,4
3650,3650,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,4,6,3
3651,3651,0.71,Premium,G,VVS2,62.1,57.0,5.75,5.65,3.54,1,3,5
3652,3652,1.06,Ideal,D,SI2,62.3,55.0,6.54,6.5,4.06,4,5,0
3653,3653,0.8,Ideal,I,VS1,60.7,59.0,5.98,6.02,3.64,4,1,4
3654,3654,1.05,Ideal,F,VVS1,61.6,55.0,6.57,6.53,4.04,4,4,6
3655,3655,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,3,5,0
3656,3656,2.0,Good,D,SI2,64.1,57.0,7.91,7.82,5.04,2,5,0
3657,3657,0.36,Ideal,D,VVS2,61.0,56.0,4.57,4.61,2.8,4,5,5
3658,3658,2.48,Ideal,I,SI2,62.3,57.0,8.64,8.58,5.36,4,1,0
3659,3659,0.34,Ideal,D,VS2,62.9,56.0,4.5,4.44,2.81,4,5,3
3660,3660,0.34,Premium,H,VS2,59.0,59.0,4.55,4.61,2.7,1,2,3
3661,3661,1.32,Premium,F,SI1,59.7,60.0,7.11,7.16,4.26,1,4,2
3662,3662,0.7,Ideal,I,SI1,61.6,53.0,5.73,5.76,3.54,4,1,2
3663,3663,0.77,Ideal,F,SI1,61.9,57.0,5.88,5.91,3.65,4,4,2
3664,3664,0.33,Ideal,G,VS1,62.1,55.0,4.43,4.46,2.76,4,3,4
3665,3665,0.71,Very Good,E,SI2,62.1,57.0,5.71,5.76,3.56,3,6,0
3666,3666,0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,4,6,2
3667,3667,0.5,Premium,G,VS1,62.2,59.0,5.09,5.04,3.15,1,3,4
3668,3668,0.8,Ideal,H,VS1,62.2,56.0,5.92,5.95,3.69,4,2,4
3669,3669,0.53,Ideal,F,VVS1,61.4,56.0,5.21,5.25,3.21,4,4,6
3670,3670,0.71,Very Good,F,SI1,62.4,59.0,5.64,5.7,3.54,3,4,2
3671,3671,0.39,Premium,F,VVS1,59.7,58.0,4.73,4.75,2.83,1,4,6
3672,3672,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,4,4,0
3673,3673,0.42,Very Good,F,SI1,60.6,61.0,4.83,4.87,2.94,3,4,2
3674,3674,0.34,Good,E,VS2,63.8,56.0,4.44,4.49,2.85,2,6,3
3675,3675,0.51,Good,F,VS2,63.7,56.0,5.05,5.03,3.21,2,4,3
3676,3676,0.38,Very Good,G,SI1,61.4,61.0,4.62,4.66,2.85,3,3,2
3677,3677,2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,4,2,0
3678,3678,0.33,Ideal,E,VS1,60.2,57.0,4.52,4.48,2.71,4,6,4
3679,3679,1.03,Ideal,G,SI1,61.7,56.0,6.5,6.47,4.0,4,3,2
3680,3680,1.01,Ideal,I,SI2,61.9,55.0,6.45,6.38,3.97,4,1,0
3681,3681,0.62,Fair,F,VVS2,57.1,60.0,5.65,5.7,3.24,0,4,5
3682,3682,0.34,Very Good,E,SI1,59.0,60.0,4.56,4.62,2.71,3,6,2
3683,3683,0.75,Fair,J,SI1,55.0,66.0,6.2,6.04,3.37,0,0,2
3684,3684,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,3,2,2
3685,3685,0.38,Premium,G,SI1,60.0,60.0,4.72,4.65,2.81,1,3,2
3686,3686,0.91,Premium,F,SI2,61.4,60.0,6.23,6.21,3.82,1,4,0
3687,3687,0.5,Good,F,VS1,61.4,61.0,5.03,5.04,3.09,2,4,4
3688,3688,0.5,Good,D,SI1,64.1,56.0,5.03,4.98,3.21,2,5,2
3689,3689,0.54,Very Good,J,VS2,63.0,57.0,5.17,5.21,3.27,3,0,3
3690,3690,0.9,Very Good,G,SI1,62.6,60.0,6.09,6.14,3.83,3,3,2
3691,3691,0.7,Ideal,F,SI1,61.7,54.0,5.72,5.75,3.54,4,4,2
3692,3692,0.9,Ideal,F,VS2,62.3,56.0,6.17,6.19,3.85,4,4,3
3693,3693,1.3,Ideal,I,VS2,61.7,56.0,7.07,7.02,4.35,4,1,3
3694,3694,1.01,Good,E,SI1,59.3,64.0,6.49,6.47,3.84,2,6,2
3695,3695,1.04,Ideal,G,VVS2,62.5,55.0,6.53,6.47,4.06,4,3,5
3696,3696,0.36,Ideal,I,VS2,61.8,55.0,4.58,4.61,2.84,4,1,3
3697,3697,0.3,Very Good,I,VS2,62.7,56.0,4.27,4.28,2.68,3,1,3
3698,3698,1.02,Premium,G,VS2,61.5,59.0,6.4,6.45,3.95,1,3,3
3699,3699,0.43,Premium,F,VS2,59.8,58.0,4.94,4.89,2.94,1,4,3
3700,3700,0.32,Ideal,F,IF,60.7,56.0,4.43,4.46,2.7,4,4,7
3701,3701,0.29,Ideal,G,VVS1,62.4,56.0,4.22,4.24,2.64,4,3,6
3702,3702,1.03,Ideal,G,VS1,61.7,54.0,6.49,6.52,4.01,4,3,4
3703,3703,0.32,Very Good,G,VS2,62.3,55.0,4.38,4.41,2.73,3,3,3
3704,3704,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,1,4,0
3705,3705,0.7,Good,I,SI1,63.6,61.0,5.59,5.63,3.57,2,1,2
3706,3706,0.64,Ideal,E,VS2,62.0,55.0,5.52,5.55,3.43,4,6,3
3707,3707,0.4,Premium,F,SI1,61.5,60.0,4.77,4.7,2.91,1,4,2
3708,3708,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,1,6,3
3709,3709,1.01,Ideal,D,VVS2,62.3,53.0,6.4,6.47,4.02,4,5,5
3710,3710,0.32,Ideal,G,VVS1,62.4,55.0,4.38,4.37,2.73,4,3,6
3711,3711,1.57,Premium,H,VVS2,62.1,56.0,7.47,7.43,4.63,1,2,5
3712,3712,0.33,Very Good,E,VS1,61.6,56.0,4.43,4.46,2.74,3,6,4
3713,3713,1.01,Fair,H,SI1,65.3,57.0,6.33,6.23,4.1,0,2,2
3714,3714,1.24,Good,G,VS1,60.2,63.0,6.96,6.99,4.2,2,3,4
3715,3715,0.31,Premium,J,VS1,61.8,59.0,4.31,4.33,2.67,1,0,4
3716,3716,0.56,Ideal,D,VS1,61.1,56.0,5.3,5.33,3.25,4,5,4
3717,3717,0.53,Ideal,E,VS2,62.0,56.0,5.29,5.2,3.25,4,6,3
3718,3718,0.3,Premium,G,VS1,61.8,59.0,4.34,4.37,2.69,1,3,4
3719,3719,1.59,Premium,H,VVS2,63.0,58.0,7.48,7.43,4.7,1,2,5
3720,3720,0.3,Ideal,G,VS1,61.4,57.0,4.34,4.29,2.65,4,3,4
3721,3721,1.1,Ideal,F,VS1,61.5,55.0,6.69,6.64,4.1,4,4,4
3722,3722,1.4,Ideal,H,SI1,62.4,56.0,7.11,7.18,4.46,4,2,2
3723,3723,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,2,6,2
3724,3724,1.57,Premium,I,VS2,62.2,59.0,7.44,7.42,4.62,1,1,3
3725,3725,1.52,Very Good,H,VS2,63.3,57.0,7.33,7.32,4.64,3,2,3
3726,3726,0.3,Ideal,J,VS2,61.6,56.0,4.31,4.33,2.66,4,0,3
3727,3727,0.55,Premium,F,SI1,60.1,58.0,5.34,5.3,3.2,1,4,2
3728,3728,0.4,Premium,G,SI1,62.0,59.0,4.74,4.71,2.93,1,3,2
3729,3729,1.03,Premium,H,SI2,62.0,60.0,6.47,6.41,4.0,1,2,0
3730,3730,0.4,Ideal,D,VVS2,61.2,56.0,4.76,4.78,2.92,4,5,5
3731,3731,0.41,Premium,E,SI1,61.2,59.0,4.82,4.78,2.94,1,6,2
3732,3732,0.32,Ideal,G,VS1,61.7,55.0,4.43,4.39,2.72,4,3,4
3733,3733,0.62,Premium,F,VS2,62.3,60.0,5.46,5.39,3.38,1,4,3
3734,3734,0.72,Premium,F,SI2,59.3,57.0,5.89,5.85,3.48,1,4,0
3735,3735,0.61,Fair,I,VS2,57.4,60.9,5.6,5.65,3.23,0,1,3
3736,3736,1.06,Ideal,I,SI1,62.8,56.0,6.52,6.47,4.08,4,1,2
3737,3737,0.96,Fair,H,I1,60.1,62.0,6.21,6.0,3.68,0,2,1
3738,3738,0.3,Very Good,G,VVS1,62.8,55.0,4.28,4.31,2.7,3,3,6
3739,3739,0.7,Premium,F,VVS1,62.4,56.0,5.69,5.63,3.53,1,4,6
3740,3740,0.61,Very Good,D,SI1,62.4,59.0,5.42,5.45,3.39,3,5,2
3741,3741,0.33,Premium,G,VS2,60.8,58.0,4.47,4.45,2.71,1,3,3
3742,3742,1.0,Good,D,SI2,64.0,54.0,6.29,6.24,4.01,2,5,0
3743,3743,1.24,Very Good,G,VS1,62.0,55.0,6.89,6.95,4.29,3,3,4
3744,3744,1.01,Very Good,E,SI1,60.0,60.0,6.45,6.49,3.88,3,6,2
3745,3745,1.01,Very Good,G,SI2,63.2,58.0,6.42,6.35,4.04,3,3,0
3746,3746,0.52,Very Good,G,SI2,63.1,56.0,5.12,5.08,3.22,3,3,0
3747,3747,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,3,0,5
3748,3748,0.51,Ideal,G,VS1,61.8,57.0,5.14,5.12,3.17,4,3,4
3749,3749,1.0,Ideal,E,VS2,61.9,56.0,6.45,6.4,3.98,4,6,3
3750,3750,0.4,Premium,D,SI2,62.2,58.0,4.75,4.71,2.94,1,5,0
3751,3751,0.4,Very Good,G,VS2,61.9,59.0,4.67,4.7,2.9,3,3,3
3752,3752,0.28,Ideal,D,VS2,62.4,57.0,4.2,4.16,2.61,4,5,3
3753,3753,1.02,Ideal,D,VVS2,62.0,56.0,6.48,6.43,4.0,4,5,5
3754,3754,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.22,3.25,4,6,0
3755,3755,0.31,Ideal,G,SI2,60.5,57.0,4.36,4.4,2.65,4,3,0
3756,3756,1.21,Ideal,G,VS1,61.8,55.0,6.81,6.87,4.23,4,3,4
3757,3757,1.11,Ideal,F,VVS1,61.9,57.0,6.66,6.62,4.11,4,4,6
3758,3758,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,4,6,3
3759,3759,0.33,Ideal,H,VS2,60.7,57.0,4.5,4.46,2.72,4,2,3
3760,3760,1.14,Ideal,F,VS1,61.1,55.0,6.74,6.78,4.13,4,4,4
3761,3761,1.02,Premium,F,SI2,62.5,58.0,6.4,6.47,4.02,1,4,0
3762,3762,0.5,Good,D,VS2,64.0,56.0,5.02,5.04,3.22,2,5,3
3763,3763,0.44,Ideal,F,VVS2,60.9,55.0,4.92,4.96,3.01,4,4,5
3764,3764,0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,2,3,2
3765,3765,0.9,Fair,E,SI2,64.5,55.0,6.12,6.03,3.92,0,6,0
3766,3766,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,4,5,5
3767,3767,2.5,Ideal,J,SI2,63.8,53.0,8.56,8.5,5.45,4,0,0
3768,3768,0.6,Ideal,H,VS1,61.6,56.0,5.4,5.42,3.33,4,2,4
3769,3769,1.02,Very Good,J,VS2,59.3,58.0,6.56,6.62,3.91,3,0,3
3770,3770,0.34,Ideal,E,VVS1,62.3,56.0,4.48,4.45,2.78,4,6,6
3771,3771,0.82,Ideal,F,SI2,62.3,56.0,5.99,5.95,3.72,4,4,0
3772,3772,0.32,Ideal,E,VS1,61.5,55.0,4.43,4.45,2.73,4,6,4
3773,3773,0.4,Ideal,E,VVS1,61.7,55.0,4.76,4.74,2.93,4,6,6
3774,3774,0.9,Ideal,H,VS1,60.4,57.0,6.27,6.29,3.79,4,2,4
3775,3775,0.31,Premium,E,SI1,62.7,58.0,4.33,4.31,2.71,1,6,2
3776,3776,1.51,Premium,G,VVS2,60.9,58.0,7.42,7.38,4.51,1,3,5
3777,3777,0.33,Ideal,E,SI1,62.5,55.0,4.45,4.42,2.77,4,6,2
3778,3778,1.21,Premium,H,SI2,60.0,60.0,6.96,6.91,4.16,1,2,0
3779,3779,0.59,Very Good,H,VVS2,61.1,57.0,5.39,5.48,3.32,3,2,5
3780,3780,0.91,Ideal,E,SI2,62.2,57.0,6.2,6.24,3.87,4,6,0
3781,3781,1.01,Very Good,E,VS2,63.5,58.0,6.36,6.34,4.03,3,6,3
3782,3782,0.31,Premium,H,VS1,61.1,59.0,4.36,4.35,2.66,1,2,4
3783,3783,0.4,Premium,H,SI1,62.7,58.0,4.65,4.69,2.93,1,2,2
3784,3784,0.73,Ideal,E,SI1,61.4,58.0,5.76,5.8,3.55,4,6,2
3785,3785,1.02,Good,H,SI2,63.7,58.0,6.28,6.24,3.99,2,2,0
3786,3786,0.38,Premium,F,VS2,60.5,59.0,4.67,4.72,2.84,1,4,3
3787,3787,1.1,Premium,I,SI2,59.7,62.0,6.8,6.64,4.01,1,1,0
3788,3788,0.43,Ideal,E,VVS2,62.0,57.0,4.84,4.87,3.01,4,6,5
3789,3789,1.31,Premium,G,VS2,60.3,59.0,7.12,7.08,4.28,1,3,3
3790,3790,1.5,Good,H,SI1,64.9,57.0,7.08,7.15,4.62,2,2,2
3791,3791,0.34,Ideal,D,I1,61.4,55.0,4.52,4.5,2.77,4,5,1
3792,3792,0.5,Premium,E,SI1,59.3,59.0,5.19,5.24,3.09,1,6,2
3793,3793,0.7,Premium,F,VS2,62.3,58.0,5.72,5.64,3.54,1,4,3
3794,3794,0.5,Ideal,G,VVS1,62.2,56.0,5.08,5.11,3.17,4,3,6
3795,3795,0.4,Very Good,E,SI2,62.1,60.0,4.65,4.69,2.9,3,6,0
3796,3796,0.32,Ideal,D,VS2,61.1,56.0,4.41,4.39,2.69,4,5,3
3797,3797,1.12,Ideal,H,SI1,60.7,56.0,6.74,6.7,4.08,4,2,2
3798,3798,0.33,Ideal,D,VS2,61.8,56.0,4.44,4.4,2.73,4,5,3
3799,3799,0.51,Ideal,F,VS1,60.4,56.0,5.18,5.21,3.14,4,4,4
3800,3800,0.87,Fair,I,VS2,57.3,59.0,6.29,6.44,3.65,0,1,3
3801,3801,0.31,Premium,G,VVS1,62.1,59.0,4.39,4.34,2.71,1,3,6
3802,3802,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,4,4,2
3803,3803,1.26,Premium,E,VVS1,59.8,59.0,6.99,7.08,4.21,1,6,6
3804,3804,1.24,Good,H,VS2,58.3,58.0,7.09,7.15,4.15,2,2,3
3805,3805,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4,2,0
3806,3806,1.21,Ideal,H,VVS1,62.8,55.0,6.78,6.82,4.27,4,2,6
3807,3807,1.06,Ideal,G,VS2,61.1,57.0,6.56,6.59,4.02,4,3,3
3808,3808,0.37,Premium,G,VS2,61.3,60.0,4.6,4.63,2.83,1,3,3
3809,3809,0.33,Premium,H,VVS1,61.4,59.0,4.44,4.42,2.72,1,2,6
3810,3810,0.7,Very Good,I,VVS2,63.1,57.0,5.63,5.68,3.57,3,1,5
3811,3811,0.77,Ideal,I,VS1,60.9,57.0,5.92,5.94,3.61,4,1,4
3812,3812,1.0,Premium,E,SI1,60.5,59.0,6.45,6.4,3.89,1,6,2
3813,3813,1.0,Premium,E,SI1,60.3,62.0,6.52,6.43,3.91,1,6,2
3814,3814,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,2,4,2
3815,3815,0.96,Very Good,H,SI1,63.1,58.0,6.2,6.25,3.93,3,2,2
3816,3816,0.37,Premium,F,VS1,62.7,51.0,4.65,4.57,2.89,1,4,4
3817,3817,1.01,Good,E,VVS2,64.2,57.0,6.3,6.34,4.06,2,6,5
3818,3818,0.71,Premium,G,VS1,60.9,58.0,5.77,5.73,3.5,1,3,4
3819,3819,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,4,5,0
3820,3820,0.31,Ideal,D,SI1,62.5,53.0,4.34,4.37,2.72,4,5,2
3821,3821,0.31,Ideal,G,IF,62.7,57.0,4.34,4.31,2.71,4,3,7
3822,3822,0.33,Premium,F,VS2,62.1,59.0,4.39,4.44,2.74,1,4,3
3823,3823,0.72,Fair,H,VVS2,56.5,68.0,6.03,5.89,3.37,0,2,5
3824,3824,0.38,Premium,E,VS1,61.5,58.0,4.69,4.64,2.87,1,6,4
3825,3825,0.46,Ideal,H,IF,62.3,54.0,4.94,4.98,3.09,4,2,7
3826,3826,0.6,Premium,H,SI1,60.1,61.0,5.43,5.39,3.25,1,2,2
3827,3827,1.01,Premium,I,SI1,60.8,61.0,6.47,6.43,3.92,1,1,2
3828,3828,0.41,Good,G,VS1,63.3,62.0,4.67,4.71,2.97,2,3,4
3829,3829,1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,2,2,2
3830,3830,1.51,Premium,G,VS1,62.2,58.0,7.35,7.29,4.55,1,3,4
3831,3831,0.4,Very Good,D,SI1,61.4,56.0,4.72,4.83,2.93,3,5,2
3832,3832,1.05,Ideal,G,VS2,61.9,56.0,6.56,6.52,4.05,4,3,3
3833,3833,0.54,Very Good,H,SI1,61.7,54.0,5.23,5.27,3.24,3,2,2
3834,3834,2.06,Ideal,H,SI2,61.5,56.0,8.23,8.18,5.04,4,2,0
3835,3835,0.36,Ideal,G,IF,62.2,53.0,4.59,4.61,2.86,4,3,7
3836,3836,0.63,Premium,F,VS2,61.0,61.0,5.6,5.49,3.38,1,4,3
3837,3837,0.54,Ideal,H,SI1,62.0,54.0,5.23,5.28,3.26,4,2,2
3838,3838,0.31,Very Good,G,VS1,63.2,57.0,4.33,4.28,2.72,3,3,4
3839,3839,0.5,Very Good,H,VS2,62.3,58.0,5.05,5.12,3.17,3,2,3
3840,3840,0.31,Ideal,E,VS2,62.9,56.0,4.33,4.29,2.71,4,6,3
3841,3841,0.32,Ideal,G,VVS2,61.3,56.0,4.43,4.44,2.72,4,3,5
3842,3842,0.58,Ideal,E,VS2,61.7,57.0,5.35,5.42,3.32,4,6,3
3843,3843,0.9,Very Good,G,VVS2,62.1,57.0,6.14,6.2,3.84,3,3,5
3844,3844,0.34,Very Good,H,VS2,63.3,56.0,4.45,4.39,2.8,3,2,3
3845,3845,1.0,Premium,E,VS2,62.8,60.0,6.36,6.32,3.98,1,6,3
3846,3846,0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,3,6,5
3847,3847,1.07,Ideal,G,VS1,61.8,57.0,6.58,6.52,4.05,4,3,4
3848,3848,0.44,Good,J,VS1,63.2,57.0,4.82,4.86,3.06,2,0,4
3849,3849,0.38,Very Good,G,SI1,59.5,62.0,4.67,4.71,2.79,3,3,2
3850,3850,0.58,Ideal,H,IF,61.6,57.0,5.34,5.37,3.3,4,2,7
3851,3851,0.42,Premium,D,SI1,60.2,57.0,4.89,4.85,2.93,1,5,2
3852,3852,0.65,Ideal,J,SI1,62.1,54.0,5.56,5.59,3.46,4,0,2
3853,3853,1.0,Very Good,E,SI1,63.3,57.0,6.28,6.32,3.99,3,6,2
3854,3854,0.8,Ideal,H,SI1,61.0,57.0,6.07,6.0,3.68,4,2,2
3855,3855,0.9,Good,F,SI1,63.9,59.0,6.06,6.09,3.88,2,4,2
3856,3856,0.3,Ideal,G,VS1,61.7,57.0,4.3,4.32,2.66,4,3,4
3857,3857,1.01,Fair,F,VS1,64.7,54.0,6.33,6.28,4.08,0,4,4
3858,3858,1.13,Premium,E,SI2,62.5,57.0,6.68,6.63,4.16,1,6,0
3859,3859,0.42,Ideal,D,VS1,61.4,56.0,4.86,4.82,2.97,4,5,4
3860,3860,1.5,Good,J,VVS2,63.3,57.0,7.25,7.28,4.6,2,0,5
3861,3861,1.18,Very Good,E,I1,62.5,58.0,6.62,6.75,4.18,3,6,1
3862,3862,0.2,Premium,E,VS2,59.7,62.0,3.84,3.8,2.28,1,6,3
3863,3863,0.56,Ideal,D,SI1,61.9,57.0,5.27,5.3,3.27,4,5,2
3864,3864,1.43,Fair,I,VS1,50.8,60.0,7.73,7.25,3.93,0,1,4
3865,3865,0.53,Ideal,E,SI1,61.9,55.0,5.2,5.24,3.23,4,6,2
3866,3866,0.46,Ideal,F,IF,62.0,55.0,4.96,4.98,3.08,4,4,7
3867,3867,1.5,Very Good,E,SI1,59.4,59.0,7.42,7.49,4.43,3,6,2
3868,3868,0.73,Ideal,E,VVS2,61.6,55.0,5.8,5.83,3.58,4,6,5
3869,3869,1.24,Very Good,H,SI2,64.0,56.0,6.79,6.83,4.36,3,2,0
3870,3870,0.4,Premium,E,SI2,60.5,59.0,4.78,4.74,2.88,1,6,0
3871,3871,0.31,Ideal,G,SI1,62.8,55.0,4.38,4.32,2.73,4,3,2
3872,3872,0.32,Ideal,E,SI2,62.0,55.0,4.41,4.36,2.72,4,6,0
3873,3873,1.01,Ideal,G,VS2,61.7,57.0,6.48,6.45,3.99,4,3,3
3874,3874,1.52,Ideal,G,SI2,61.9,57.0,7.43,7.38,4.58,4,3,0
3875,3875,0.43,Premium,E,SI2,61.0,60.0,4.87,4.94,2.99,1,6,0
3876,3876,0.3,Ideal,D,SI1,62.1,54.0,4.35,4.31,2.69,4,5,2
3877,3877,2.0,Very Good,J,SI1,60.8,58.0,7.99,8.07,4.88,3,0,2
3878,3878,0.73,Ideal,F,VS1,61.2,56.0,5.89,5.81,3.58,4,4,4
3879,3879,1.13,Ideal,E,SI1,62.2,55.0,6.66,6.69,4.15,4,6,2
3880,3880,0.7,Fair,E,VS2,60.6,64.0,5.77,5.62,3.45,0,6,3
3881,3881,0.3,Ideal,H,SI1,62.9,53.0,4.28,4.31,2.7,4,2,2
3882,3882,1.0,Premium,E,SI2,62.7,58.0,6.41,6.34,4.0,1,6,0
3883,3883,0.36,Premium,I,VS1,60.9,61.0,4.61,4.58,2.8,1,1,4
3884,3884,0.53,Ideal,H,SI2,61.6,54.0,5.22,5.26,3.23,4,2,0
3885,3885,1.0,Ideal,D,SI1,62.7,57.0,6.34,6.38,3.99,4,5,2
3886,3886,0.34,Ideal,F,VS1,62.1,57.0,4.53,4.49,2.8,4,4,4
3887,3887,0.3,Premium,I,VS1,60.5,60.0,4.3,4.33,2.61,1,1,4
3888,3888,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,1,2,6
3889,3889,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,1,2,0
3890,3890,0.33,Ideal,D,VS2,61.1,56.0,4.5,4.54,2.76,4,5,3
3891,3891,0.74,Ideal,G,SI1,61.3,55.0,5.85,5.86,3.59,4,3,2
3892,3892,1.21,Premium,H,VS2,60.5,60.0,6.95,6.9,4.19,1,2,3
3893,3893,1.22,Ideal,H,SI1,61.8,57.0,6.85,6.83,4.23,4,2,2
3894,3894,1.09,Ideal,F,SI1,62.0,56.0,6.59,6.61,4.09,4,4,2
3895,3895,1.11,Good,E,VS2,58.5,58.0,6.77,6.84,3.98,2,6,3
3896,3896,0.3,Ideal,G,VS1,62.6,57.0,4.29,4.27,2.68,4,3,4
3897,3897,1.0,Very Good,E,SI2,58.7,59.0,6.5,6.58,3.84,3,6,0
3898,3898,0.51,Ideal,D,VS2,62.3,57.0,5.12,5.09,3.18,4,5,3
3899,3899,0.51,Premium,F,SI1,59.4,61.0,5.26,5.21,3.11,1,4,2
3900,3900,0.33,Ideal,G,IF,61.9,54.0,4.46,4.42,2.75,4,3,7
3901,3901,0.32,Premium,H,SI1,60.9,60.0,4.43,4.4,2.69,1,2,2
3902,3902,0.24,Very Good,E,VVS2,63.9,53.0,3.93,3.96,2.52,3,6,5
