,id,carat,depth,table,x,price,cut_encoded,color_encoded,clarity_encoded
12984,12984,1.31,61.9,59.0,7.02,8.77,1,1,3
12985,12985,0.41,61.7,56.0,4.77,6.612,4,5,2
12986,12986,2.01,61.1,59.0,8.07,9.49,1,0,3
12987,12987,1.71,63.2,57.0,7.49,9.198,2,1,2
12988,12988,0.96,69.2,56.0,5.97,7.461,0,2,1
12989,12989,0.73,60.5,59.0,5.76,8.135,3,5,3
12990,12990,0.71,60.6,58.0,5.77,7.768,1,4,0
12991,12991,0.32,61.2,57.0,4.4,6.469,4,3,4
12992,12992,2.02,62.7,53.0,8.02,9.81,1,2,3
12993,12993,0.31,61.4,54.0,4.4,6.532,4,2,6
12994,12994,1.01,62.9,58.0,6.36,8.468,3,1,2
12995,12995,0.81,63.1,59.0,5.85,7.941,3,4,2
12996,12996,0.92,62.5,59.0,6.2,8.192,3,5,0
12997,12997,0.31,61.6,57.0,4.39,6.548,4,1,5
12998,12998,0.3,62.9,56.0,4.29,6.872,4,5,5
12999,12999,1.01,62.0,58.0,6.41,8.373,1,3,0
13000,13000,1.18,61.1,56.0,6.78,9.606,4,6,7
13001,13001,0.42,61.3,57.0,4.8,7.041,4,4,5
13002,13002,0.71,62.0,57.0,5.7,8.16,4,4,5
13003,13003,1.59,62.1,54.0,7.51,8.876,4,0,0
13004,13004,0.41,59.8,60.0,4.87,6.907,1,6,3
13005,13005,1.09,60.9,58.0,6.67,9.012,1,4,4
13006,13006,0.55,61.1,57.0,5.3,7.888,4,6,5
13007,13007,1.52,65.0,57.0,7.12,8.908,0,2,0
13008,13008,1.7,63.2,56.0,7.59,9.318,3,2,5
13009,13009,1.26,62.9,59.0,6.82,8.696,3,6,0
13010,13010,0.31,62.1,54.0,4.35,6.114,4,1,3
13011,13011,0.75,62.0,55.0,5.83,8.15,4,6,4
13012,13012,0.54,61.8,58.0,5.21,7.208,4,3,2
13013,13013,0.72,63.0,56.0,5.66,7.989,3,6,3
13014,13014,1.05,61.9,56.0,6.56,8.431,4,2,0
13015,13015,1.02,63.4,63.0,6.36,8.22,3,2,0
13016,13016,0.51,61.9,59.0,5.11,7.485,1,6,3
13017,13017,0.52,62.3,54.0,5.19,7.56,4,5,3
13018,13018,0.38,62.0,54.0,4.67,6.263,4,0,2
13019,13019,1.09,62.5,56.0,6.63,8.833,4,3,4
13020,13020,0.63,60.4,58.0,5.59,7.683,1,6,4
13021,13021,0.3,63.1,54.0,4.28,6.458,2,2,6
13022,13022,1.27,59.3,61.0,7.12,7.953,1,2,0
13023,13023,1.0,59.6,61.0,6.48,8.439,2,1,4
13024,13024,0.59,61.1,56.0,5.38,7.49,4,6,2
13025,13025,0.4,61.8,57.0,4.73,6.766,4,3,4
13026,13026,0.27,61.9,56.0,4.16,6.633,4,6,5
13027,13027,2.01,60.3,62.0,8.13,9.677,1,1,3
13028,13028,0.32,61.8,56.0,4.4,6.88,4,5,6
13029,13029,1.03,62.9,59.0,6.43,8.951,1,5,3
13030,13030,0.6,61.5,56.0,5.43,7.669,3,2,6
13031,13031,1.55,60.5,60.0,7.49,9.259,1,3,3
13032,13032,1.51,58.7,61.0,7.51,9.063,1,2,3
13033,13033,0.26,61.5,56.0,4.1,6.488,3,6,6
13034,13034,1.1,61.1,58.0,6.61,8.579,3,5,0
13035,13035,0.76,62.7,57.0,5.82,7.889,4,2,3
13036,13036,0.9,61.6,57.0,6.19,8.404,3,6,2
13037,13037,1.51,61.7,56.0,7.25,8.959,4,2,2
13038,13038,1.01,62.7,57.0,6.39,8.961,4,5,3
13039,13039,0.71,55.5,62.0,6.0,7.643,0,5,2
13040,13040,1.21,62.2,58.0,6.78,8.898,1,3,3
13041,13041,0.33,61.1,59.0,4.45,6.447,1,3,2
13042,13042,1.22,62.9,54.0,6.83,8.837,4,1,4
13043,13043,0.3,57.9,61.0,4.4,6.292,2,3,5
13044,13044,0.5,60.1,60.0,5.13,7.14,1,6,0
13045,13045,1.67,61.8,56.0,7.6,9.548,4,2,4
13046,13046,1.47,62.9,58.0,7.18,9.067,3,2,2
13047,13047,0.43,61.5,58.0,4.8,6.574,3,2,2
13048,13048,0.57,60.6,61.0,5.36,6.944,3,0,2
13049,13049,1.01,62.8,59.0,6.41,8.597,3,6,2
13050,13050,0.4,61.4,56.0,4.75,6.983,4,5,5
13051,13051,1.03,62.5,59.0,6.45,8.687,3,5,2
13052,13052,1.12,61.3,63.0,6.68,8.716,3,6,2
13053,13053,0.54,60.0,58.0,5.26,7.347,1,5,2
13054,13054,0.31,63.9,56.0,4.32,6.687,2,4,3
13055,13055,0.41,61.7,56.0,4.8,6.967,4,1,5
13056,13056,0.3,61.7,59.0,4.28,6.815,1,5,3
13057,13057,1.01,63.3,58.0,6.33,8.454,3,2,3
13058,13058,0.42,60.7,57.0,4.81,6.628,4,3,2
13059,13059,1.16,62.2,56.0,6.7,9.132,4,3,5
13060,13060,0.3,63.8,55.0,4.25,6.265,2,6,2
13061,13061,0.3,62.3,56.0,4.27,6.565,4,5,3
13062,13062,1.5,59.9,62.0,7.4,9.261,1,5,0
13063,13063,0.9,62.6,58.0,6.09,8.254,3,1,4
13064,13064,0.36,61.6,56.0,4.6,6.288,4,2,2
13065,13065,0.42,63.4,56.0,4.76,6.582,2,4,2
13066,13066,0.41,62.6,57.0,4.79,7.009,4,4,3
13067,13067,1.01,63.4,59.0,6.39,9.63,3,5,7
13068,13068,0.3,62.5,54.0,4.3,6.34,4,2,5
13069,13069,0.41,61.7,56.0,4.77,7.059,4,2,3
13070,13070,0.32,60.8,58.0,4.39,6.73,4,4,5
13071,13071,0.56,61.0,56.0,5.31,7.71,4,3,4
13072,13072,0.44,60.7,57.0,4.9,7.15,3,6,5
13073,13073,3.0,64.8,59.0,8.93,9.739,0,1,0
13074,13074,0.9,62.0,56.0,6.23,8.484,4,4,3
13075,13075,1.09,59.0,61.0,6.78,8.316,1,1,3
13076,13076,0.38,61.8,59.0,4.64,6.7,1,1,3
13077,13077,0.54,60.2,58.0,5.23,7.214,3,6,2
13078,13078,0.82,59.8,56.0,6.13,8.17,3,3,3
13079,13079,1.23,61.0,55.0,6.95,9.18,4,3,5
13080,13080,0.6,61.8,55.0,5.44,6.917,4,1,0
13081,13081,0.3,62.9,58.0,4.22,6.489,3,6,3
13082,13082,0.56,61.5,55.0,5.3,7.196,4,4,2
13083,13083,1.18,60.9,57.0,6.86,8.753,4,6,0
13084,13084,0.29,62.4,54.0,4.23,6.14,4,2,4
13085,13085,0.7,62.0,56.0,5.66,7.901,4,3,2
13086,13086,0.45,61.4,61.0,4.95,7.074,1,3,5
13087,13087,0.41,61.4,58.0,4.8,6.981,1,3,5
13088,13088,0.31,60.9,60.0,4.39,6.596,1,5,2
13089,13089,1.02,59.7,58.0,6.53,8.367,3,2,0
13090,13090,0.33,62.0,60.0,4.46,6.387,1,1,3
13091,13091,0.6,63.7,61.0,5.24,7.22,2,4,2
13092,13092,2.02,63.5,60.0,7.93,9.457,2,0,2
13093,13093,1.11,59.9,60.0,6.78,8.37,1,0,3
13094,13094,0.31,61.9,54.0,4.34,6.192,4,1,4
13095,13095,0.8,62.9,54.0,5.91,7.907,3,6,0
13096,13096,0.52,61.9,55.0,5.15,7.771,4,6,5
13097,13097,0.3,61.2,57.0,4.32,6.731,4,6,6
13098,13098,0.54,63.2,55.0,5.21,7.419,3,5,2
13099,13099,0.4,62.1,53.0,4.75,6.444,4,6,0
13100,13100,0.31,63.3,55.0,4.31,6.299,2,6,2
13101,13101,1.01,62.7,57.0,6.43,8.298,4,4,0
13102,13102,0.56,62.1,57.0,5.26,7.465,4,2,5
13103,13103,0.7,61.8,60.0,5.65,7.759,1,6,0
13104,13104,1.05,60.7,60.0,6.52,8.732,4,5,2
13105,13105,0.7,61.4,58.0,5.7,8.01,4,4,3
13106,13106,0.9,66.1,55.0,5.98,8.28,0,5,2
13107,13107,0.3,62.3,57.0,4.29,6.213,4,6,2
13108,13108,0.3,62.4,57.0,4.29,6.337,4,4,3
13109,13109,1.0,62.3,58.0,6.45,7.938,1,0,0
13110,13110,0.91,62.2,55.0,6.18,8.265,3,4,2
13111,13111,2.01,63.8,57.0,7.95,9.545,2,1,2
13112,13112,0.32,60.3,56.0,4.45,6.356,4,1,3
13113,13113,0.33,61.8,56.0,4.48,6.91,4,5,3
13114,13114,0.3,62.0,57.0,4.27,6.82,4,6,6
13115,13115,0.31,62.0,55.0,4.37,6.771,4,6,3
13116,13116,1.51,62.8,60.0,7.18,9.592,2,3,7
13117,13117,0.91,61.8,59.0,6.17,8.128,3,3,0
13118,13118,0.33,62.8,59.0,4.44,7.016,1,3,6
13119,13119,0.97,60.2,61.0,6.4,8.328,3,3,2
13120,13120,0.51,62.5,57.0,5.04,6.985,4,0,3
13121,13121,1.4,66.5,56.0,6.83,9.014,0,4,3
13122,13122,0.33,61.5,54.0,4.46,6.692,4,6,4
13123,13123,0.3,62.3,54.0,4.27,6.215,4,4,2
13124,13124,1.5,58.4,62.0,7.44,8.951,2,2,0
13125,13125,0.3,63.1,55.0,4.24,6.182,2,4,3
13126,13126,0.63,59.9,57.0,5.57,7.715,3,3,4
13127,13127,0.41,61.3,54.0,4.75,6.732,3,2,5
13128,13128,0.27,62.1,57.0,4.13,6.433,4,6,5
13129,13129,0.44,62.3,56.0,4.85,7.092,4,3,6
13130,13130,1.07,62.1,57.0,6.5,8.56,4,2,2
13131,13131,1.51,62.0,62.0,7.35,9.53,1,4,3
13132,13132,1.05,61.9,59.0,6.56,8.669,1,3,3
13133,13133,0.6,62.0,62.0,5.33,7.175,2,4,0
13134,13134,0.4,63.1,61.0,4.67,6.579,2,5,2
13135,13135,0.76,62.3,57.0,5.81,7.814,4,1,2
13136,13136,0.49,58.6,60.0,5.14,7.068,3,5,2
13137,13137,0.5,60.7,61.0,5.12,7.255,1,6,2
13138,13138,1.01,61.6,59.0,6.44,8.366,1,6,2
13139,13139,2.08,62.0,58.0,8.19,9.756,1,2,3
13140,13140,0.57,61.1,61.0,5.34,7.048,3,1,2
13141,13141,1.12,62.6,59.0,6.61,9.073,1,3,5
13142,13142,1.22,63.5,56.0,6.79,8.581,3,4,2
13143,13143,0.33,61.5,59.0,4.42,6.583,1,6,3
13144,13144,0.52,61.7,58.0,5.17,7.506,1,6,4
13145,13145,0.73,63.3,57.0,5.77,7.818,4,1,5
13146,13146,0.6,62.8,57.0,5.37,7.631,4,5,3
13147,13147,0.31,62.1,54.0,4.37,6.953,4,2,7
13148,13148,1.5,64.5,58.0,7.06,9.047,2,6,0
13149,13149,1.01,61.7,58.0,6.44,8.178,1,0,0
13150,13150,0.29,61.7,57.0,4.23,6.223,4,5,4
13151,13151,0.53,61.5,56.0,5.21,7.263,4,2,3
13152,13152,1.1,60.2,56.0,6.74,8.482,4,2,2
13153,13153,0.9,61.2,58.0,6.27,8.77,1,5,4
13154,13154,0.71,62.6,55.0,5.72,7.596,4,6,0
13155,13155,1.0,63.9,57.0,6.24,8.371,3,6,0
13156,13156,0.27,61.5,57.0,4.14,6.43,4,6,5
13157,13157,0.41,63.4,58.0,4.73,6.664,3,3,0
13158,13158,1.21,60.3,60.0,6.89,9.023,1,3,3
13159,13159,0.23,61.8,59.0,3.89,6.157,3,6,6
13160,13160,0.7,62.3,57.0,5.65,7.909,4,3,3
13161,13161,0.35,60.8,56.0,4.58,7.058,4,5,5
13162,13162,0.9,62.6,55.0,6.1,8.48,4,5,2
13163,13163,0.51,62.2,55.0,5.14,7.485,4,3,4
13164,13164,2.01,58.2,62.0,8.26,9.698,1,2,2
13165,13165,0.73,62.5,56.0,5.78,7.858,4,3,3
13166,13166,0.31,61.4,58.0,4.36,6.596,1,5,2
13167,13167,0.31,61.4,55.0,4.39,6.818,3,4,7
13168,13168,0.5,61.6,57.0,5.09,7.562,4,5,4
13169,13169,2.01,64.1,60.0,7.92,9.229,2,1,2
13170,13170,0.23,62.6,54.0,3.91,6.066,3,3,5
13171,13171,0.58,59.5,62.0,5.41,7.045,3,0,3
13172,13172,0.83,63.8,58.0,5.95,7.694,2,0,2
13173,13173,1.04,61.6,59.0,6.55,8.334,1,6,0
13174,13174,1.11,62.2,56.0,6.58,8.511,4,6,0
13175,13175,0.32,61.4,55.0,4.42,6.702,4,2,7
13176,13176,1.5,61.4,58.0,7.28,9.363,1,1,3
13177,13177,0.43,61.7,55.0,4.86,7.263,4,6,5
13178,13178,0.41,61.9,55.0,4.74,7.017,4,4,5
13179,13179,2.01,63.4,58.0,8.01,9.443,3,2,0
13180,13180,0.31,62.7,58.0,4.3,6.782,1,5,6
13181,13181,0.51,60.5,56.0,5.24,7.485,1,6,3
13182,13182,0.41,62.6,55.0,4.78,6.876,1,4,2
13183,13183,1.7,61.7,58.0,7.69,9.492,1,3,2
13184,13184,1.01,62.6,58.0,6.37,8.557,1,4,2
13185,13185,0.32,61.8,55.0,4.45,6.928,1,3,7
13186,13186,1.02,58.0,61.0,6.67,9.079,1,3,6
13187,13187,1.26,61.4,60.0,6.92,8.73,4,0,6
13188,13188,2.0,61.7,55.0,8.11,9.523,4,3,2
13189,13189,1.05,64.6,57.0,6.39,8.554,0,4,2
13190,13190,0.31,61.2,58.0,4.38,6.479,1,6,2
13191,13191,0.3,62.9,58.0,4.29,6.41,1,1,4
13192,13192,1.5,61.7,55.0,7.32,9.273,4,1,5
13193,13193,0.91,61.9,59.0,6.23,8.55,1,6,4
13194,13194,1.09,62.4,57.0,6.55,8.844,4,3,4
13195,13195,0.51,63.2,57.0,5.03,6.91,2,3,0
13196,13196,0.36,60.8,59.0,4.59,6.447,3,2,4
13197,13197,0.97,61.7,56.0,6.37,8.265,4,4,2
13198,13198,0.24,61.7,56.0,3.99,6.326,4,3,7
13199,13199,0.42,63.0,59.0,4.75,7.051,3,4,6
13200,13200,0.62,60.2,61.0,5.49,7.204,1,3,0
13201,13201,0.44,61.8,56.0,4.88,7.15,4,6,5
13202,13202,0.3,63.4,56.0,4.26,5.976,2,4,0
13203,13203,0.61,59.6,61.0,5.5,7.586,3,4,3
13204,13204,0.5,63.7,56.0,5.05,7.27,2,5,2
13205,13205,0.3,62.3,56.0,4.28,6.489,4,6,3
13206,13206,0.32,62.3,58.0,4.38,6.842,1,3,5
13207,13207,0.61,60.1,59.0,5.51,7.502,1,6,2
13208,13208,0.9,61.2,56.0,6.18,8.58,3,4,4
13209,13209,1.05,62.0,56.0,6.48,8.786,3,4,3
13210,13210,1.0,57.5,62.0,6.51,8.474,2,2,2
13211,13211,1.71,59.5,59.0,7.78,9.456,3,2,2
13212,13212,0.42,62.3,57.0,4.77,6.697,4,5,2
13213,13213,1.54,61.1,59.0,7.45,9.066,1,0,5
13214,13214,0.43,61.6,60.0,4.86,7.131,1,4,5
13215,13215,0.34,62.0,54.0,4.52,6.14,4,0,4
13216,13216,0.78,61.7,55.0,5.89,8.228,3,4,4
13217,13217,1.21,62.6,53.0,6.87,8.704,4,2,2
13218,13218,0.23,63.3,57.0,3.9,6.17,3,5,6
13219,13219,0.41,63.0,57.0,4.7,6.458,3,6,0
13220,13220,1.01,61.1,58.0,6.45,8.597,1,2,4
13221,13221,0.9,62.8,58.0,6.13,8.142,3,2,2
13222,13222,0.44,61.1,56.0,4.9,6.697,4,6,2
13223,13223,0.7,63.2,59.0,5.66,7.491,3,4,0
13224,13224,0.91,60.2,60.0,6.17,8.417,2,6,2
13225,13225,0.51,62.7,54.0,5.08,7.412,4,3,4
13226,13226,1.24,62.4,59.0,6.86,8.921,1,5,2
13227,13227,0.4,62.4,56.0,4.71,6.351,4,3,0
13228,13228,1.06,61.3,57.0,6.55,8.881,4,2,6
13229,13229,0.71,64.3,58.0,5.61,7.722,2,4,2
13230,13230,0.3,62.0,59.0,4.24,6.766,1,4,6
13231,13231,1.2,59.4,61.0,6.95,9.227,1,3,7
13232,13232,0.7,61.6,65.0,5.71,7.784,2,4,2
13233,13233,0.78,61.2,54.0,5.96,7.862,4,6,0
13234,13234,0.39,62.6,55.0,4.66,6.916,4,3,4
13235,13235,1.65,60.9,62.0,7.58,9.139,1,2,4
13236,13236,1.0,59.4,62.0,6.55,8.264,1,4,2
13237,13237,0.4,61.8,53.0,4.77,6.534,4,4,0
13238,13238,0.33,59.4,59.0,4.52,6.323,1,3,0
13239,13239,0.39,60.0,59.0,4.76,6.802,3,6,4
13240,13240,1.24,62.6,54.0,6.88,8.885,4,2,4
13241,13241,0.35,61.0,57.0,4.54,6.744,4,6,5
13242,13242,1.2,61.8,56.0,6.75,8.785,3,6,2
13243,13243,0.7,61.6,58.0,5.7,7.767,3,4,3
13244,13244,0.9,61.9,59.0,6.09,8.297,2,4,0
13245,13245,0.55,60.6,57.0,5.33,7.907,4,4,6
13246,13246,0.32,62.4,55.0,4.34,6.378,4,1,6
13247,13247,1.01,61.7,57.0,6.44,8.601,4,3,3
13248,13248,1.08,61.8,56.0,6.62,8.712,4,5,2
13249,13249,1.12,62.0,55.0,6.66,9.04,4,5,3
13250,13250,0.7,61.6,56.0,5.8,7.037,1,3,1
13251,13251,0.91,62.3,57.0,6.21,8.363,4,6,2
13252,13252,0.24,61.2,56.0,4.0,5.969,3,3,4
13253,13253,0.34,61.9,57.0,4.48,6.378,4,1,2
13254,13254,0.9,62.3,64.0,6.1,8.19,3,1,3
13255,13255,0.3,62.2,55.0,4.29,6.528,4,4,5
13256,13256,0.51,60.2,57.0,5.16,7.398,4,3,4
13257,13257,1.03,62.3,57.0,6.51,8.724,1,3,3
13258,13258,0.31,61.4,54.0,4.33,6.522,4,6,3
13259,13259,0.71,63.0,57.0,5.68,8.118,4,2,7
13260,13260,0.54,63.0,57.0,5.23,7.207,1,4,2
13261,13261,0.4,60.5,57.0,4.77,6.603,4,6,2
13262,13262,1.03,61.6,55.0,6.49,8.47,4,4,0
13263,13263,0.4,61.8,54.5,4.74,6.639,4,2,3
13264,13264,0.73,59.3,57.0,5.88,7.781,3,6,0
13265,13265,0.41,63.9,55.0,4.74,6.967,2,1,5
13266,13266,0.25,61.8,55.0,4.06,6.45,3,4,6
13267,13267,0.66,60.8,59.0,5.58,7.797,1,6,4
13268,13268,0.5,62.8,57.0,5.04,7.393,3,6,3
13269,13269,0.32,62.3,55.0,4.41,6.576,4,3,4
13270,13270,0.42,62.2,56.0,4.82,7.107,4,4,5
13271,13271,1.5,61.3,56.0,7.39,9.751,4,3,5
13272,13272,0.72,61.8,61.0,5.67,7.625,2,1,4
13273,13273,1.01,65.9,60.0,6.25,8.425,0,4,2
13274,13274,0.92,60.7,58.0,6.29,7.866,1,4,1
13275,13275,0.7,63.0,55.0,5.61,7.839,3,6,2
13276,13276,0.56,61.4,62.0,5.34,7.459,2,6,3
13277,13277,0.92,62.3,59.0,6.2,8.107,1,3,0
13278,13278,0.71,61.1,57.0,5.69,7.866,3,6,2
13279,13279,0.9,58.5,66.0,6.23,8.118,2,1,3
13280,13280,1.5,62.6,57.0,7.27,9.6,4,4,3
13281,13281,0.5,62.4,53.7,5.08,7.617,4,5,4
13282,13282,0.4,60.3,62.0,4.7,6.579,3,5,2
13283,13283,0.9,61.9,56.0,6.22,8.564,4,3,5
13284,13284,0.68,58.1,60.0,5.8,7.637,2,4,2
13285,13285,1.59,60.5,59.0,7.59,9.114,1,6,0
13286,13286,1.06,62.4,58.0,6.51,8.471,1,4,2
13287,13287,0.77,60.2,58.0,5.93,8.389,3,4,6
13288,13288,2.12,62.6,59.0,8.18,9.807,1,3,0
13289,13289,0.94,62.7,61.0,6.21,8.195,3,2,0
13290,13290,0.3,64.2,57.0,4.24,6.428,2,6,3
13291,13291,0.31,61.2,59.0,4.37,6.687,1,3,4
13292,13292,2.15,60.3,59.0,8.34,9.689,4,2,0
13293,13293,0.32,62.1,54.0,4.4,6.631,4,5,3
13294,13294,0.38,61.5,57.0,4.66,6.749,3,3,5
13295,13295,0.5,68.4,54.0,4.94,6.418,0,4,1
13296,13296,0.33,60.3,60.0,4.47,6.361,3,6,2
13297,13297,1.02,63.2,58.0,6.41,8.556,3,5,2
13298,13298,0.62,59.8,60.0,5.56,7.476,1,4,2
13299,13299,0.38,62.4,59.0,4.6,6.973,1,5,4
13300,13300,2.13,64.5,58.0,8.09,9.501,0,2,0
13301,13301,0.4,62.5,58.0,4.73,6.882,1,6,3
13302,13302,2.04,61.9,58.0,8.12,9.807,4,3,2
13303,13303,1.6,61.3,59.0,7.49,9.09,1,0,4
13304,13304,1.02,61.4,58.0,6.48,8.692,1,6,2
13305,13305,1.0,60.2,58.0,6.47,8.184,1,4,0
13306,13306,0.52,60.9,56.0,5.21,7.705,4,6,5
13307,13307,0.3,61.4,56.0,4.35,6.564,4,5,2
13308,13308,1.1,60.5,55.7,6.7,9.111,3,3,5
13309,13309,1.71,61.9,57.0,7.69,9.377,4,6,0
13310,13310,0.33,61.9,54.0,4.45,6.851,4,6,6
13311,13311,0.52,58.5,60.0,5.29,7.409,1,4,3
13312,13312,0.54,62.2,55.0,5.21,7.47,4,6,3
13313,13313,0.41,61.1,56.0,4.82,6.871,4,3,2
13314,13314,1.25,62.3,58.0,6.86,8.894,4,6,0
13315,13315,0.52,59.5,58.0,5.21,7.391,3,3,4
13316,13316,1.51,62.7,58.0,7.25,9.712,1,6,4
13317,13317,1.05,61.9,56.0,6.48,8.584,4,4,0
13318,13318,0.54,57.2,59.0,5.37,7.188,2,6,2
13319,13319,1.1,61.7,56.0,6.67,9.121,4,3,5
13320,13320,0.39,61.4,60.0,4.7,6.865,1,5,3
13321,13321,1.52,62.3,59.0,7.37,9.029,1,4,0
13322,13322,0.9,61.0,62.0,6.16,8.388,2,3,4
13323,13323,1.2,62.5,57.0,6.8,8.415,4,0,0
13324,13324,2.03,61.7,61.0,8.18,9.399,1,0,0
13325,13325,0.7,62.5,58.0,5.63,8.085,3,4,5
13326,13326,0.5,63.6,59.0,4.99,7.277,3,6,3
13327,13327,0.91,62.7,58.0,6.14,8.138,1,2,0
13328,13328,0.4,63.9,53.0,4.68,6.433,2,5,0
13329,13329,1.01,61.8,58.0,6.39,8.304,1,3,0
13330,13330,0.32,61.3,57.0,4.37,6.378,4,5,2
13331,13331,0.73,60.2,56.0,5.86,8.093,4,3,4
13332,13332,1.0,66.6,57.0,6.07,8.033,0,0,4
13333,13333,0.66,61.8,55.0,5.6,8.104,3,6,6
13334,13334,0.3,62.9,57.0,4.26,6.265,3,2,4
13335,13335,0.72,62.5,58.0,5.71,7.949,3,4,3
13336,13336,0.51,61.7,55.0,5.17,7.274,4,6,2
13337,13337,0.81,61.4,57.0,6.0,7.891,4,6,0
13338,13338,1.13,62.0,54.0,6.66,9.018,4,6,3
13339,13339,0.31,61.4,58.0,4.35,6.687,1,2,5
13340,13340,0.3,63.3,56.0,4.29,6.317,3,2,2
13341,13341,0.4,62.6,54.0,4.73,6.351,4,3,0
13342,13342,2.16,61.4,58.0,8.29,9.597,3,0,2
13343,13343,1.0,60.6,59.0,6.5,8.651,1,4,3
13344,13344,0.4,63.2,58.0,4.66,6.532,2,6,2
13345,13345,0.58,59.5,59.0,5.41,7.088,3,3,0
13346,13346,1.14,62.4,59.0,6.7,8.241,1,0,2
13347,13347,0.41,61.9,54.0,4.77,6.632,4,3,2
13348,13348,0.82,61.8,58.0,5.99,8.195,4,6,2
13349,13349,0.4,63.2,55.0,4.68,6.39,2,1,2
13350,13350,0.7,61.3,62.0,5.64,8.095,2,6,4
13351,13351,0.4,62.1,55.0,4.73,6.558,4,2,2
13352,13352,0.51,62.7,56.0,5.08,7.412,3,3,4
13353,13353,0.41,62.2,56.0,4.75,6.915,4,3,5
13354,13354,1.02,61.4,58.0,6.47,8.328,3,0,2
13355,13355,1.35,60.1,56.0,7.16,9.183,3,3,4
13356,13356,0.38,60.0,56.0,4.72,6.779,4,3,5
13357,13357,0.47,60.3,57.0,5.02,7.147,4,5,3
13358,13358,0.31,59.2,62.0,4.41,6.905,1,4,6
13359,13359,0.3,60.6,56.0,4.37,6.515,1,6,2
13360,13360,1.52,61.9,58.0,7.38,9.577,1,3,4
13361,13361,0.4,61.4,57.0,4.74,6.867,4,4,4
13362,13362,0.37,62.6,56.0,4.56,6.698,4,6,3
13363,13363,0.34,61.9,57.0,4.49,6.129,4,1,2
13364,13364,1.5,62.8,58.0,7.28,9.421,3,5,2
13365,13365,0.7,62.4,60.0,5.57,7.921,3,6,3
13366,13366,0.3,61.1,57.0,4.32,6.639,4,3,6
13367,13367,0.3,61.5,58.0,4.28,6.118,4,1,4
13368,13368,0.72,61.1,60.0,5.72,7.903,2,4,3
13369,13369,0.25,60.1,57.0,4.1,6.45,3,4,5
13370,13370,0.52,61.8,57.0,5.14,7.378,4,5,2
13371,13371,0.5,63.4,58.0,5.04,7.406,3,5,3
13372,13372,0.57,59.9,57.0,5.38,7.567,3,3,4
13373,13373,0.43,61.9,55.0,4.87,7.048,4,2,7
13374,13374,0.31,61.9,58.0,4.39,6.884,1,4,7
13375,13375,0.81,64.1,54.0,5.92,8.109,2,5,2
13376,13376,1.52,59.8,62.0,7.41,8.97,3,1,0
13377,13377,0.33,60.9,60.0,4.5,7.016,1,3,6
13378,13378,0.57,61.7,56.0,5.35,7.455,4,1,6
13379,13379,0.43,62.6,58.0,4.79,6.574,1,5,0
13380,13380,0.4,62.0,54.0,4.74,6.959,4,6,4
13381,13381,1.51,60.6,57.0,7.46,9.354,4,2,3
13382,13382,1.36,61.1,58.0,7.21,8.946,1,6,0
13383,13383,1.18,62.6,55.0,6.79,8.804,4,1,4
13384,13384,0.51,61.9,56.0,5.1,7.412,4,3,4
13385,13385,0.51,61.6,56.0,5.12,7.467,4,3,5
13386,13386,1.09,61.5,55.0,6.65,8.346,4,2,0
13387,13387,0.64,61.8,60.3,5.47,7.488,2,2,4
13388,13388,0.32,62.6,58.0,4.36,6.554,1,6,3
13389,13389,1.0,63.2,63.0,6.24,9.197,2,4,7
13390,13390,0.42,59.8,58.0,4.88,7.119,1,3,6
13391,13391,0.92,62.5,55.0,6.21,8.331,1,5,0
13392,13392,2.32,62.0,62.0,8.47,9.8,0,2,2
13393,13393,0.3,61.6,57.0,4.33,6.887,1,5,4
13394,13394,0.55,59.8,57.0,5.3,7.375,4,6,3
13395,13395,0.47,65.2,56.0,4.86,7.386,2,6,6
13396,13396,0.72,63.3,55.0,5.69,8.18,2,5,4
13397,13397,0.74,66.3,63.0,5.63,7.693,0,2,4
13398,13398,0.5,64.5,58.0,4.97,6.925,2,2,2
13399,13399,1.16,60.5,59.0,6.86,8.662,1,4,3
13400,13400,1.01,60.5,62.0,6.5,8.561,1,6,2
13401,13401,2.01,60.8,61.0,8.14,9.414,1,3,0
13402,13402,0.57,61.9,54.3,5.31,7.869,4,6,5
13403,13403,0.41,61.1,56.0,4.83,7.009,4,4,3
13404,13404,0.53,59.6,58.0,5.28,7.781,3,4,7
13405,13405,0.63,61.7,54.0,5.52,7.395,4,3,2
13406,13406,0.42,62.3,54.0,4.82,6.483,4,1,2
13407,13407,1.58,60.7,60.0,7.54,8.852,1,4,0
13408,13408,0.33,61.3,55.0,4.46,6.914,4,5,4
13409,13409,1.03,62.2,57.0,6.42,8.786,3,3,4
13410,13410,0.49,59.4,60.0,5.17,6.988,1,3,0
13411,13411,0.5,62.1,55.0,5.05,7.516,4,3,5
13412,13412,1.11,62.3,57.0,6.67,8.453,1,2,4
13413,13413,0.32,61.7,56.0,4.39,6.28,4,2,3
13414,13414,0.4,63.3,57.0,4.68,7.043,2,4,6
13415,13415,0.9,63.8,56.0,6.16,8.085,2,3,0
13416,13416,0.56,60.3,59.0,5.34,6.957,1,0,2
13417,13417,0.56,62.2,57.0,5.29,7.368,4,3,3
13418,13418,1.03,62.0,56.0,6.5,9.018,4,3,6
13419,13419,0.5,67.1,59.0,4.96,7.006,0,3,2
