id,carat,depth,table,x,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
5067,0.32,62.3,57.0,4.37,6.225,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5068,0.39,60.6,55.0,4.81,6.891,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5069,1.19,60.8,59.0,6.84,9.162,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5070,0.9,62.5,58.0,6.08,8.373,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5071,1.0,60.6,57.0,6.54,8.887,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5072,1.11,61.6,56.0,6.69,8.604,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5073,0.81,62.2,59.0,5.96,7.869,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5074,1.2,60.7,57.0,6.89,9.216,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5075,0.7975755778024965,62.2,59.0,8.23,9.537,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5076,0.9,63.0,57.0,6.09,8.385,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5077,0.26,58.9,61.0,4.19,6.585,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5078,0.54,61.5,56.0,5.24,7.401,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5079,0.35,60.6,58.0,4.6,6.506,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5080,0.4,62.8,58.0,4.68,6.972,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5081,0.36,61.6,56.0,4.58,6.409,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5082,0.53,62.7,54.0,5.17,6.922,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5083,0.39,60.0,56.0,4.79,6.992,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5084,0.37,60.3,58.0,4.62,6.423,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5085,0.52,61.7,56.0,5.17,7.432,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5086,0.24,62.6,58.0,4.03,6.284,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5087,0.7,61.9,57.0,5.69,7.845,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5088,1.2,61.6,60.0,6.78,9.07,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5089,0.9,61.4,57.0,6.2,8.544,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5090,0.7,61.7,60.0,5.67,7.829,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5091,0.3,62.6,53.0,4.29,6.849,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5092,1.01,63.5,59.0,6.36,8.392,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5093,0.7975755778024965,60.4,61.0,8.05,9.465,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5094,0.76,61.3,54.0,5.88,8.202,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5095,1.12,60.9,57.0,6.71,8.938,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5096,0.54,61.1,59.0,5.25,7.367,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5097,0.36,59.3,59.0,4.6,6.671,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5098,1.16,62.5,55.0,6.75,8.995,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5099,0.94,61.74637745643308,57.45169447534297,6.56,8.307,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5100,0.75,60.2,57.0,5.89,7.908,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5101,0.91,62.1,58.0,6.15,8.374,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5102,1.01,61.6,56.0,6.45,7.79,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5103,0.34,60.4,57.0,4.54,6.319,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5104,1.07,60.2,55.0,6.68,8.718,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5105,0.9,61.74637745643308,57.45169447534297,6.3,8.277,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5106,1.04,59.6,58.0,6.63,8.584,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5107,0.71,61.6,55.0,5.71,8.141,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5108,0.54,63.2,56.0,5.19,7.236,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5109,0.71,64.0,59.0,5.61,7.518,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5110,1.54,59.1,59.0,7.51,9.726,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5111,0.9,64.0,58.0,6.07,8.344,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5112,0.67,60.4,57.0,5.67,7.416,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5113,0.55,61.8,58.0,5.24,7.383,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5114,1.02,63.9,57.9,6.28,8.379,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5115,0.41,63.3,57.0,4.72,6.86,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5116,0.8,61.1,56.0,6.02,8.236,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5117,0.71,61.6,54.7,5.71,7.782,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5118,1.01,62.0,61.0,6.38,8.559,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5119,0.33,62.1,58.0,4.43,7.016,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5120,1.02,61.0,56.0,6.55,8.763,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5121,1.11,61.2,57.0,6.7,8.511,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5122,0.7975755778024965,62.3,60.0,8.19,9.604,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5123,0.39,61.74637745643308,60.0,4.82,6.962,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5124,0.51,62.2,55.0,5.13,7.377,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5125,0.32,61.1,57.0,4.47,6.719,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5126,0.7975755778024965,62.9,56.0,8.05,9.488,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5127,0.3,62.6,58.0,4.28,5.976,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5128,1.0,59.2,62.0,6.49,8.634,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5129,1.0,64.6,59.0,6.3,8.564,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5130,0.41,60.9,56.0,4.82,6.855,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5131,0.65,61.5,55.0,5.59,7.554,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5132,1.1,59.4,60.0,6.78,8.857,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5133,1.02,62.4,57.0,6.41,8.915,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5134,1.2,62.3,56.0,6.81,9.202,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5135,0.82,62.9,57.0,5.88,7.746,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5136,0.55,60.5,58.0,5.26,7.488,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5137,0.63,62.0,58.0,5.52,7.419,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5138,0.31,62.4,54.0,4.37,6.532,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5139,0.32,61.8,55.0,4.4,6.631,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5140,0.41,61.9,55.0,4.8,7.05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5141,1.01,63.9,60.0,6.29,8.528,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5142,0.5,59.9,56.0,5.09,7.156,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5143,1.7,60.0,54.0,7.76,9.408,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5144,1.51,63.8,59.0,7.28,9.494,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5145,1.23,61.3,57.0,6.88,9.253,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5146,1.5,63.1,59.0,7.24,8.875,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5147,0.9,61.74637745643308,61.0,6.01,8.262,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5148,0.32,61.7,58.0,4.38,6.554,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5149,0.71,62.3,56.0,5.66,8.07,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5150,0.25,62.3,55.0,4.04,6.45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5151,1.33,62.3,59.0,7.02,9.178,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5152,0.26,64.3,55.0,4.05,6.277,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5153,1.04,62.7,57.0,6.42,8.626,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5154,0.6,60.4,57.0,5.49,7.529,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5155,0.9,64.2,56.0,6.02,8.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5156,1.01,63.5,56.0,6.38,8.268,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5157,1.01,61.74637745643308,58.0,6.13,7.895,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5158,0.32,61.7,57.0,4.39,6.8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5159,0.43,61.9,55.0,4.87,7.142,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5160,0.28,60.1,59.0,4.26,6.719,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5161,0.59,61.0,55.0,5.43,7.463,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5162,0.55,61.2,57.0,5.22,7.453,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5163,1.01,62.1,57.0,6.46,8.823,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5164,0.7,61.74637745643308,59.0,5.49,7.715,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5165,0.31,59.6,57.0,4.43,6.548,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5166,1.51,62.3,59.0,7.31,8.968,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5167,0.26,62.5,53.0,4.09,5.892,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5168,0.52,61.9,55.0,5.15,7.369,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5169,0.7,61.5,58.0,5.65,8.265,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5170,1.01,62.3,58.0,6.34,8.744,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5171,0.28,62.6,54.0,4.21,6.668,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5172,1.03,58.8,59.0,6.63,9.353,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5173,0.32,61.7,59.0,4.37,6.593,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5174,0.23,62.6,58.0,3.89,6.273,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5175,0.91,61.74637745643308,58.0,6.33,8.593,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5176,1.52,60.9,57.0,7.5,9.024,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5177,0.32,62.2,59.0,4.41,6.148,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5178,1.04,63.1,57.0,6.36,8.482,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5179,1.0,60.8,59.0,6.39,8.623,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5180,0.3,62.4,56.0,4.26,6.489,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5181,0.52,62.6,57.0,5.09,7.432,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5182,0.31,60.6,58.0,4.39,6.375,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5183,0.4,62.3,54.0,4.77,6.992,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5184,0.75,60.5,57.0,5.88,7.729,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5185,1.04,59.1,60.0,6.6,8.727,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5186,0.45,61.74637745643308,62.0,5.1,6.972,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5187,0.39,61.7,57.0,4.65,6.668,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5188,0.39,61.9,57.0,4.71,6.607,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5189,0.4,61.7,58.0,4.69,6.501,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5190,0.92,62.3,59.0,6.15,8.125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5191,1.04,60.8,57.0,6.54,8.309,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5192,0.92,62.2,55.0,6.25,8.132,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5193,0.55,61.9,55.0,5.3,7.64,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5194,1.05,62.2,58.0,6.5,8.451,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5195,0.35,60.7,57.0,4.6,6.978,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5196,1.21,60.3,58.0,6.95,9.224,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5197,0.82,60.0,56.0,6.11,7.753,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5198,0.71,61.8,57.0,5.69,7.889,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5199,0.3,60.8,57.0,4.38,6.446,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5200,0.31,62.9,58.0,4.3,6.438,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5201,1.02,61.6,56.0,6.47,8.276,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5202,0.7975755778024965,61.3,59.0,8.15,9.813,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5203,0.72,62.5,56.0,5.73,7.842,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5204,2.0,61.74637745643308,55.0,7.75,8.992,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5205,0.36,61.6,60.0,4.58,6.267,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5206,1.0,61.0,59.0,6.41,8.681,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5207,0.91,63.1,61.0,6.13,8.42,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5208,1.51,63.1,59.0,7.26,9.378,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5209,0.52,61.0,56.0,5.17,7.466,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5210,1.19,60.4,55.0,6.89,8.595,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5211,0.7,63.1,56.0,5.63,7.677,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5212,0.71,63.5,56.0,5.67,7.77,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5213,0.3,63.5,54.0,4.3,6.41,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5214,0.33,61.7,57.0,4.44,7.016,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5215,1.51,61.74637745643308,56.0,7.12,9.163,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5216,0.3,61.8,56.0,4.31,6.671,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5217,0.54,61.6,55.0,5.22,7.621,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5218,0.31,61.9,55.0,4.3,6.704,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5219,1.51,60.7,60.0,7.46,9.605,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5220,0.7975755778024965,61.2,57.0,8.24,9.67,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5221,0.5,60.0,62.0,5.12,7.584,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5222,1.01,61.2,59.0,6.45,8.341,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5223,1.6,61.6,60.0,7.55,9.543,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5224,1.02,63.9,59.0,6.29,8.771,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5225,0.91,63.2,61.0,6.01,8.114,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5226,1.05,60.5,56.0,6.59,8.669,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5227,0.61,62.2,56.0,5.43,7.703,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5228,1.02,61.0,57.0,6.48,8.899,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5229,1.01,60.8,56.0,6.53,8.557,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5230,0.39,61.0,62.0,4.71,6.672,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5231,1.21,63.4,55.0,6.76,8.85,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5232,0.9,61.74637745643308,61.0,6.04,7.792,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5233,0.53,61.9,55.0,5.19,7.215,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5234,1.05,62.7,54.0,6.5,8.49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5235,0.9,61.74637745643308,58.0,6.02,8.244,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5236,1.59,62.5,60.0,7.42,8.948,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5237,0.6,62.0,53.0,5.44,7.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5238,0.53,60.9,60.0,5.22,7.503,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5239,0.73,61.7,60.0,5.71,7.872,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5240,0.38,61.3,55.0,4.67,6.342,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5241,0.77,63.6,57.0,5.79,7.978,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5242,0.9,60.2,59.0,6.22,8.412,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5243,0.53,61.5,56.0,5.18,6.951,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5244,0.31,62.7,58.0,4.34,6.324,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5245,0.33,62.3,56.0,4.41,6.745,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5246,1.04,62.9,56.0,6.5,8.297,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5247,0.54,62.6,55.0,5.2,7.457,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5248,1.52,61.2,57.0,7.47,9.498,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5249,0.9,63.2,57.0,6.15,8.251,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5250,0.31,61.7,59.0,4.36,6.075,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5251,1.06,62.2,57.0,6.58,8.846,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5252,1.02,63.5,58.0,6.43,9.279,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5253,0.31,62.4,55.0,4.32,6.548,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5254,1.06,59.6,54.0,6.64,8.566,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5255,0.41,62.3,56.0,4.75,7.079,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5256,0.91,61.8,60.0,6.18,8.369,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5257,0.7975755778024965,63.1,56.0,8.65,9.724,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5258,1.13,59.9,57.0,6.76,8.342,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5259,0.34,62.3,60.0,4.49,6.284,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5260,0.3,61.0,60.0,4.3,6.346,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5261,0.35,60.7,56.0,4.57,6.503,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5262,1.13,62.3,56.0,6.69,8.609,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5263,1.5,59.6,60.0,7.39,9.405,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5264,1.2,61.9,57.0,6.78,8.52,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5265,1.02,63.2,56.0,6.37,8.458,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5266,1.02,64.5,56.0,6.3,8.305,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5267,0.26,62.3,56.0,4.1,6.363,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5268,1.01,62.9,58.0,6.37,8.736,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5269,0.41,60.7,59.0,4.77,6.871,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5270,1.06,61.8,57.0,6.52,8.721,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5271,0.41,60.0,61.0,4.86,7.03,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5272,0.77,59.9,61.0,5.98,7.92,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5273,1.51,61.1,60.0,7.33,9.271,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5274,0.23,61.6,57.0,3.96,6.368,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5275,1.24,61.1,60.0,6.94,8.696,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5276,0.62,62.0,56.0,5.48,7.974,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5277,0.3,62.2,58.0,4.31,6.564,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5278,0.33,61.8,57.0,4.47,6.929,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5279,1.1,62.4,59.0,6.55,8.215,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5280,0.81,61.9,56.0,5.92,8.165,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5281,0.3,61.6,57.0,4.29,6.068,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5282,0.7975755778024965,61.5,58.0,8.11,9.76,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5283,0.9,61.3,55.0,6.21,8.317,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5284,1.0,63.6,61.0,6.21,8.442,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
